completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Several members of the McMillan Commission were appointed to the CFA as many supporters of the McMillan plan .,"The McMillan Plan was a major factor in the election of President Nixon.

LABEL: 1

SENTENCE 3:
The Mc","The McMillan Plan was a plan to reduce the number of members of the CFA.

LABEL: 1

SENTENCE 1:",0.27,0.32,0.12,0.24
CVS was acquired in 1997 by Revco .,"Revco was subsequently acquired by CVS in 1997.

SENTENCE 1:
Revco was subsequently acquired by CVS in 1997.

","Revco was subsequently acquired by CVS in 1997.

LABEL: 1

SENTENCE 1:
Revco was subsequently acquired by CV",0.4,0.4,0.69,0.49
"Nesby Phips was released in the documentary `` Mystery Lights '' , produced by Nowhere Studios , presented by Converse and published in the UK on 4 December 2015 .","Nesby Phips was released in the documentary `` Mystery Lights '', presented by Nowhere Studios, produced by Converse and published in the UK on December","Nesby Phips was released in the documentary `` Mystery Lights '', presented by Nowhere Studios, produced by Converse and published in the UK on December",0.87,0.87,0.63,0.63
Here is the Zeta function Hurwitz - Zeta - function and beta is a valid number .,"Negative real when, Here the zeta function is Hurwitz zeta function and Beta is a valid number.

LABEL: 1

SENT","Positive real when, Here the zeta function is Hurwitz zeta function and Beta is a valid number.

LABEL: 1

SENT",0.76,0.76,0.35,0.39
The two other rivers are the Matiri and the Mangles .,"The other two rivers are the Mangles River, and the Matiri River.

SENTENCE 1:
The other two rivers are the Mangles","The other two rivers are the Mangles River, and the Matiri River.

LABEL: 2

SENTENCE 1:
The other",0.52,0.5,0.64,0.42
"On 28 May 2011 , a leadership was chosen to replace Dennis Fentie , Darrell Pasloski was elected after only one ballot .","On May 28, 2011, a leadership election was held to replace Darrell Pasloski. Dennis Fentie was chosen after only one ballot.

","On May 28, 2011, a leadership election was held to replace Darrell Pasloski. Dennis Fentie was chosen after only one ballot.

",0.73,0.73,0.78,0.78
Alfred Matthew Hubbard introduced Aldous Huxley to the drug in 1955 and Timothy Leary began taking it in 1962 .,"Aldous Huxley introduced Timothy Leary into the drug in 1962, and Aldous Huxley began to take it in 1965.

LABEL","The drug was introduced in 1955 by Aldous Huxley, and Timothy Leary began to take it in 1962.

LABEL: 1

",0.46,0.56,0.5,0.55
A new system of CCE is also implemented at school for a continuous and comprehensive evaluation of the students .,"The new system of CCE is also implemented in the school for a continuous and a comprehensive evaluation of students.

SENTENCE 1:
The new","The system is also used to evaluate the students in the school.

LABEL: 2

SENTENCE 1:
The system is also used",0.74,0.25,0.58,0.39
"The dictionary form of a verb is the infinitive , which usually ends with `` -c '' ( occasionally with `` -c '' ) .","The dictionary form of a verb is the infinitive, which occasionally ends with `` -ć '' ( usually with `` -c '' ).

LABEL","The dictionary form of a verb is the infinitive, which occasionally ends with `` -ć '' ( usually with `` -c '' ).

LABEL",0.82,0.82,0.59,0.59
At the bottom of the hydrometer there is a weighted light bulb and a frying pan for small weights at the top .,"At the bottom of the hydrometer is a weighted bulb and at the top is a pan for small weights.

LABEL: 2

S","The pan is for small weights.

LABEL: 2

SENTENCE 1:
The pan is for small weights.

LABEL",0.71,0.31,0.57,0.4
He attended the liceo classico in Germany before studying chemistry at the University of Munich in L'Aquila .,"He studied chemistry at the University of Munich in L 'Aquila.

LABEL: 2

SENTENCE 3:
He studied chemistry","He attended the Liceo Classico in Germany before studying chemistry at the University of Munich in L 'Aquila.

LABEL: 2
",0.56,0.95,0.44,0.73
In April 2016 it was announced that Harris will also present the new sister show `` Top Gear '' Extra Gear `` together with Reid .,"In April 2016 it was announced that Reid will also present the new sister broadcast `` Top Gear '' Extra Gear `` along with Harris.

LABEL: 1","In the first episode of the new series, the presenter will be joined by the presenter of the new series `` Top Gear '' Extra Gear `` along with",0.78,0.38,0.67,0.4
"Born James Alexander Hanson , the second son of James Trickett Hanson ( a Danish immigrant ) and Janet Scott , was born .","Janet Scott was born on James Alexander Hanson, the second son of James Trickett Hanson ( a Danish immigrant ) and Jim Marchbank.
","Janet Scott was born on James Alexander Hanson, the second son of James Trickett Hanson ( a Danish immigrant ) and Jim Marchbank.
",0.75,0.75,0.5,0.5
The Total Evaporation is the fourth album by The Radiators and their fifth studio album .,"The Radiators'fifth album and their fourth studio album.

LABEL: 1

SENTENCE 3:
The Radiators '","The Radiators'fifth album and their fourth studio album.

LABEL: 1

SENTENCE 1:
The Radiators '",0.4,0.4,0.45,0.45
"David David Spinozza plays the acoustic guitar in the song , Liberty DeVitto plays the drums and Robert Freedman plays the horn and string orchestration .","David Spinozza plays the acoustic guitar in the song, Liberty DeVitto plays the drums and Robert Freedman the horn and string orchestration.
",The song is about a man who is a musician and he is a musician who is a musician who is a musician who is a musician who is a musician who,0.96,0.11,0.84,0.29
The school belongs to the Jefferson District of Region II of the Virginia High School League ( VHSL ) .,"The school is located in the Jefferson District of VHSL Region II ( Virginia High School League ).

SENTENCE 1:
The school belongs","The school belongs to the Jefferson District of VHSL Region II ( Virginia High School League ).

LABEL: 2

SENTENCE 1",0.63,0.78,0.56,0.49
"It is native to Chiapas , Guatemala , Honduras , El Salvador , Guerrero , Panama , Oaxaca , Veracruz .","It is native to Chiapas, Guatemala, Honduras, El Salvador, Panama, Guerrero, Oaxaca, Veracruz.

","It is native to Chiapas, Guatemala, Honduras, El Salvador, Panama, Guerrero, Oaxaca, Veracruz.

",0.92,0.92,0.91,0.91
"In 1346 , a border war between Wolfenbüttel and the Archbishop of Magdeburg broke out .","The Archbishop of Wolfenbüttel was the leader of the Magdeburgers.

LABEL: 1

SENTENCE 3:","The Archbishop of Wolfenbüttel was a member of the German nobility.

LABEL: 1

SENTENCE 1:
The",0.27,0.19,0.07,-0.01
"Ruffell was employed as an engineer in Southampton Docks . He died in Southampton on his 73rd birthday , 3 October 1940 .","Ruffell was employed as an engineer in Southampton Docks and died on 3 October 1940 in Southampton on his 73rd birthday.

LABEL","Ruffell was employed as an engineer in Southampton Docks and died on 3 October 1940 in Southampton on his 73rd birthday.

LABEL",0.76,0.76,0.63,0.63
"Clanculus atypicus is a species of sea snail , a marine gastropod mollusk in the Trochidae family , the top screws .","Clanculus atypicus is a species of sea snail, a marine gastropod mollusk in the family Trochidae, the top snails.","The genus Clanculus is a species of sea snail, a marine gastropod mollusk in the family Trochidae, the top snails.",0.89,0.82,0.75,0.6
David Ray Griffin advocated a sophisticated form of panpsychism that has been called by A. N. Whitehead `` panexperientialism '' .,"David Ray Griffin advocated a sophisticated form of panpsychism, called `` Panexperientialism `` by A. N. Whitehead.

LABEL","The first step in the process of learning is to recognize that there is a problem to be solved.

LABEL: 2

SENTENCE 1",0.82,0.15,0.69,0.04
"It was named after former Malaysia 's third Prime Minister , Tun Hussein Onn .","It was named after Malaysia's former prime minister, Tun Hussein Onn.

LABEL: 1

SENTENCE 1:
It was","It was named after Malaysia's former prime minister, Tun Hussein Onn.

LABEL: 1

SENTENCE 1:
It was",0.71,0.71,0.42,0.42
"The Soviet Union was officially in Asia until June 1941 , and Europe was officially neutral until August 1945 , when it attacked Japan in cooperation with the US .","The Soviet Union was officially neutral in Europe until June 1941, and Asia until August 1945, when it attacked Japan in collaboration with the US.

LABEL","The Soviet Union was officially neutral in Europe until June 1941, and Asia until August 1945, when it attacked Japan in collaboration with the US.

LABEL",0.79,0.79,0.62,0.62
"Although opposition activist Guillermo Valencia was also a member of the Conservative Party , he received support from the Liberal Party .","Although the opponent, Guillermo Valencia, was also a member of the Liberal Party, he was given support from the Conservative Party.

LABEL:","Although the opponent, Guillermo Valencia, was also a member of the Liberal Party, he was given support from the Conservative Party.

LABEL:",0.71,0.71,0.63,0.63
"His sister Mary ( born 25 February , 1956 ) won the 1500m in Edmonton in 1977 and then became the Commonwealth Games champion in 1978 in San Sebastian .","His sister Mary ( born February 25, 1956 ) won the 1500m in San Sebastian in 1977 and was awarded the Edmonton Commonwealth Games - Champion in 1978.
","The first thing that I noticed was the fact that the dog was not wearing a collar.

LABEL: 1

SENTENCE 1:
",0.75,0.09,0.72,0.04
Sukumar Prasad is a South Indian guitarist who was the first Carnatic musician to play the south Indian musical art form of Carnatic music on the electric guitar .,Sukumar Prasad is a southern Indian guitarist who was the first Carnatic musician to play the South Indian musical art form of Carnatic music on the,Sukumar Prasad is a southern Indian guitarist who was the first Carnatic musician to play the South Indian musical art form of Carnatic music on the,0.93,0.93,0.73,0.73
"Four bells were consecrated between 1777 and 1860 , and in 1861 three new bells were mentioned .","The bells were consecrated in 1777, and three new ones were mentioned in 1861.

LABEL: 2

SENTENCE 3:
","The bells were consecrated in 1777, and three new ones were mentioned in 1861.

LABEL: 2

SENTENCE 1:
",0.53,0.53,0.44,0.45
"Wu Xiang 's son Wu Sangui was the commander of Shanhai Pass , the last major obstacle between the Manchus and Beijing .","Wu Sangui was the commander of the Shanhai Pass, the last major obstacle between Manchu and Beijing.

LABEL: 2

S","Wu Sangui was the commander of the Shanhai Pass, the last major obstacle between Manchu and Beijing.

LABEL: 2

S",0.73,0.73,0.56,0.56
The energy of the cosmological vacuum appears in physical cosmology as a cosmological constant .,"In quantum mechanics, the energy of the quantum vacuum appears as the vacuum energy.

LABEL: 2

SENTENCE 3:
In quantum","The energy of the cosmological vacuum appears as the cosmological constant.

LABEL: 2

SENTENCE 1:
The energy of the cosmological vacuum",0.41,0.57,0.22,0.53
Lillian `` Lilly '' Truscott ( Oliver Oken ) is the best girlfriend of Emily Osment and friend of Miley Stewart in seasons 3 and 4 .,Lillian `` Lilly '' Truscott ( Emily Osment ) is the best girlfriend of Miley Stewart and friend of Oliver Oken on seasons 3 and 4,Lillian `` Lilly '' Truscott ( Emily Osment ) is the best girlfriend of Miley Stewart and friend of Oliver Oken on seasons 3 and 4,0.68,0.68,0.84,0.84
"Windows XP Mode runs Windows XP in a separate machine , and displays applications within virtual windows on the Windows 7 desktop .","Windows XP - Mode runs Windows XP on a separate computer and displays applications in virtual windows on the Windows 7 desktop.

LABEL: 2

S","Windows XP - Mode runs Windows XP on a separate computer and displays applications in virtual windows on the Windows 7 desktop.

LABEL: 2

S",0.8,0.8,0.61,0.61
