completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Pope John Paul II died.,"A place of sorrow, after Pope John Paul II died, became a place of celebration, as Roman Catholic faithful gathered in downtown Chicago to mark the installation of new","The Pope's funeral was held in St. Peter's Basilica in Vatican City, where the Pope's body was placed in a casket.

LAB",0.29,0.07,0.24,0.15
Amatriciana is a sauce.,"ra. It was delicious.

SENTENCE 2:
For lunch I went to Cipriani. The good thing about Cipriani",".

SENTENCE 2:
For lunch I went to Cipriani. The good thing about Cipriani is that it's all",0.0,0.09,0.3,0.28
Michelle Orchard is claiming hundreds of thousands of pounds from Sebastian Lee because she wants a new nose.,", Dorset, on June 4, 2017.

SENTENCE 2:
The school dinner lady is claiming damages from Sebastian Lee, who was 13"," while playing tag.

SENTENCE 2:
A school dinner lady is claiming damages from a teenager who seriously injured her while playing tag with a friend",0.26,0.19,0.19,0.25
"Thousands of people are expected to return to New Orleans this week, as areas of the city are opened up to residents.","Nagin said he would not allow the city to be flooded again.

LABEL: 2

SENTENCE 3:
Nagin said he","The city's mayor, Nagin, said he was confident that the city would be able to handle the influx of people.

LABEL: 2
",0.15,0.13,0.19,0.11
Altai ice maiden triggers major dispute.,"The discovery of the body of a warrior - thought to have died in battle more than 2,000 years ago - could help archaeologists to pinpoint the site of","SENTENCE 2:
The discovery of the body of a warrior - thought to have died in battle more than 2,000 years ago - could help archae",0.0,0.0,0.07,0.13
Toshiba has no moving parts.,"Toshiba has produced a fuel cell with no moving parts.

LABEL: 2

SENTENCE 1:
Toshiba","Toshiba has produced a fuel cell with no moving parts.

LABEL: 2

SENTENCE 1:
Toshiba",0.5,0.5,0.34,0.34
Barings was Britain's oldest merchant bank.,"The British tabloids portrayed Nicholas Leeson as a working-class villain who single-handedly brought down Barings PLC, a 233-year-old","The British tabloids portrayed Nicholas Leeson as a working-class villain who single-handedly brought down Barings PLC, a 233-year-old",0.07,0.07,0.3,0.3
African-Americans are a minority in the U.S.," the fact that obesity is a major health problem in the United States, the article does not consider the increase in obesity among these populations as a major health problem."," the rates of obesity among White Americans are lower than the rates of obesity among African-Americans and Hispanic/Latinos.

SENTENCE 2:
",0.15,0.19,0.29,0.13
Mike Tyson bit Holyfield's ear in 1990.,"Tyson, who served three years in jail for rape in the 1990s and who bit off part of Evander Holyfield's ear during a 1997 fight,","Tyson, who served three years in jail for rape in the 1990s and who bit off part of Evander Holyfield's ear during a 1997 fight,",0.29,0.29,0.37,0.37
A man threw a shoe at the Prime Minister.,"
SENTENCE 2:
The University has also apologized for the incident saying, ""[we] are very sorry that the incident happened and the person will be"," judge on Monday.

SENTENCE 2:
The University has also apologized for the incident saying, ""[we] are very sorry that the incident happened",0.06,0.06,0.09,0.09
John Glenn was the first man in orbit.,"John Glenn becomes the first American man to orbit the Earth.

LABEL: 2

SENTENCE 3:
John Glenn becomes the first American","John Glenn becomes the first American man to orbit the Earth.

LABEL: 2

SENTENCE 1:
John Glenn becomes the first American",0.41,0.41,0.5,0.5
Children in New Zealand are forced to wear orange overalls.," area.

SENTENCE 2:
Police say that Leatham was wearing orange overalls, a balaclava and a pistol when he stole $"," was later found abandoned in the bush.

SENTENCE 2:
Police say that he was wearing orange overalls, a balaclava and a",0.14,0.19,0.13,0.19
Alexandre Berthier died in 1799.,"As late as 1799, priests were still being imprisoned or deported to penal colonies and persecution only worsened after the French army led by General Louis Alexandre Ber","
SENTENCE 1:
As late as 1799, priests were still being imprisoned or deported to penal colonies and persecution only worsened after the French army",0.06,0.07,0.18,0.17
Kanchenjunga is 8586 meters high.,"The 10-men team is expected to arrive at the foot of the mountain in the end of April and began their journey to the 8,586-meter peak","The 10-men team is expected to arrive at the foot of the mountain in the end of April and began their journey to the 8,586-meter peak",0.06,0.06,0.29,0.29
Pakistan's nuclear arsenal creates concerns.," about 100 miles from Islamabad, the capital.

The Taliban's takeover of Buner, a remote area in the northwest of the country, is",".

The Taliban seized control of Buner, a district in the northwest of the country, on Thursday, the official said.  The militants also",0.07,0.0,0.19,0.08
Bob Schindler married Mary.," the feeding tube reinserted.

SENTENCE 2:
Friday, March 25, 2005 Terri Schiavo's father made a last-","ler said he was not sure what the doctors would do.

SENTENCE 2:
Friday, March 25, 2005 Terri Schiavo's",0.0,0.0,0.12,0.09
"Crude oil prices have hit fresh highs as fears grow over the extent of damage, done by Hurricane Katrina, to oil output in the Gulf of Mexico.","The Gulf of Mexico's oil output is now out of service following Katrina, together with more than 83% of natural gas production.

LABEL:","The Gulf of Mexico's oil output is now out of service following Katrina, together with more than 83% of natural gas production.

LABEL:",0.2,0.2,0.32,0.32
Toshiba is a subsidiary of Dell Inc.,"Toshiba said it would introduce the PC in Japan in early 2006.

LABEL: 2

SENTENCE 3:
Tos","Toshiba, the world's third-largest notebook computer maker behind Dell Inc. and Hewlett-Packard Co., said the PC would be introduced",0.08,0.21,0.07,0.38
Mark Hacking was booked into the Salt Lake County Jail on Monday.,"Hacking reported his wife missing on July 19, a Monday.

LABEL: 2

SENTENCE 1:
Hacking reported his wife","Hacking reported his wife missing on July 19, a Monday.

LABEL: 2

SENTENCE 1:
Hacking reported his wife",0.2,0.2,0.29,0.29
A woman succeeds in climbing Everest solo.,"Alison Hargreaves becomes the first woman to climb Mount Everest alone and without oxygen tanks.

LABEL: 1

SENTENCE","The British mountaineer Alison Hargreaves becomes the first woman to climb Mount Everest alone and without oxygen tanks.

LABEL: 1",0.16,0.15,0.33,0.39
Three parties form a Dutch coalition government.,On 29 June the Dutch right-wing coalition government collapsed. It was made up of the Christian-democrats (CDA) led by Prime Minister Jan Peter," 2:
The Dutch right-wing coalition government collapsed. It was made up of the Christian-democrats (CDA) led by Prime Minister Jan Peter",0.19,0.2,0.36,0.33
Kinston Indians participate in the Carolina League.,"The Kinston Indians are a minor league baseball team in Kinston, North Carolina. The team, a Class A affiliate of the Cleveland Indians, plays in the","The Kinston Indians are a minor league baseball team in Kinston, North Carolina. The team, a Class A affiliate of the Cleveland Indians, plays in the",0.24,0.24,0.38,0.38
Molly Walsh plans to stop buying the generic products.,"Molly Walsh, 21, a George Washington University student shopping at a CVS pharmacy in Washington, D.C., said she didn't plan to toss any"," 2:
Molly Walsh, 21, a George Washington University student shopping at a CVS pharmacy in Washington, D.C., said she didn't plan",0.18,0.12,0.41,0.3
The moon Titan has a diameter of 5100 kilometers.,"The newly suggested distance is much closer than the present positions at 2,870,972,200 kilometers from the sun for Uranus and 4,498","The newly suggested distance is much closer than the present positions at 2,870,972,200 kilometers from the sun for Uranus and 4,498",0.12,0.12,0.24,0.24
Blair belongs to the Church of England.," future of their country is a very powerful thing.""

SENTENCE 2:
The Prime Minister said the events of the past few days had ""made"," once British, now British citizens, being treated as second-class citizens, is a stain on our history.""

SENTENCE 2:
The British",0.13,0.07,0.07,0.13
The island gets water from collected rain.,"The island also lacks wells, but the rainwater is collected in concrete cisterns.

LABEL: 1

SENTENCE 3:
","The island also lacks wells, water has to be obtained from rain carefully collected in concrete cisterns.

LABEL: 1

SENTENCE",0.25,0.37,0.23,0.26
Jacques Delors succeeded Jacques Santer in the presidency of the European Commission.,"Jacques Santer succeeded Jacques Delors as president of the European Commission in 1995, the second Luxembourger to hold this high office.

LABEL","Jacques Santer succeeded Jacques Delors as president of the European Commission in 1995, the second Luxembourger to hold this high office.

LABEL",0.41,0.41,0.43,0.43
There was an industrial espionage case involving GM and VW.,"The VW case is the most significant case in the history of the automotive industry.

LABEL: 1

SENTENCE 3:
The","The case involved the hiring of Jos Ignacio Lopez, an employee of GM subsidiary Adam Opel, by VW as production director.

LABEL:",0.07,0.19,0.05,0.22
Luc Jouret was the leader of the Order of the Solar Temple.,"The Swiss police said they had found the bodies of cult leader Luc Jouret and his wife, who were among the dead found in the Order of the Solar","The Swiss police said they had found the bodies of cult leader Luc Jouret and his wife, who were among the dead found in the Order of the Solar",0.39,0.39,0.44,0.44
Eurest Support Services is a subsidiary of Ernst and Young.,"The company, whose registered auditors are Deloitte and Touche, has instructed Ernst and Young to carry out a thorough review of the accounts of Eure","The company, whose registered auditors are Deloitte and Touche, has instructed Ernst and Young to carry out a thorough review of the accounts of Eure",0.17,0.17,0.26,0.26
Vancouver is located in Canada.," for a flower delivery service.

SENTENCE 2:
Three anti-Olympic protesters, posing as a flower delivery service, quickly ransacked British"," Games in Vancouver.

SENTENCE 2:
The three anti-Olympic protesters, posing as a flower delivery service, quickly ransacked British Columbia",0.0,0.08,0.16,0.17
100 or more people lost their lives in a ferry sinking.,The Townsend Thoresen Herald of Free Enterprise capsized outside the Belgian port of Zeebrugge on the 6th of March with the loss of,The Townsend Thoresen Herald of Free Enterprise capsized outside the Belgian port of Zeebrugge on the 6th of March with the loss of,0.0,0.0,0.15,0.15
Nicolas Cage's son is called Kal-el.,"Although they were born on different planets, Oscar-winning actor Nicolas Cage's new son and Superman have something in common - both were named Kal-el.","The new Superman movie is a big hit.

LABEL: 1

SENTENCE 1:
The new Superman movie is a big hit.",0.35,0.07,0.57,0.54
Doris Lessing won the Nobel Prize in Literature in 2007.," is a rare occurrence.

SENTENCE 2:
The Nobel Prize for Literature is awarded to Doris Lessing for her ""The Golden Notebook"," Nobel Prize to a woman is a rare occurrence.

SENTENCE 1:
The decision has been made to award the Nobel Prize to British author Dor",0.26,0.17,0.4,0.32
