completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The sweater looks great on her.,"Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.

LABEL: 1

SENTENCE","Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.

LABEL: 1

SENTENCE",0.37,0.37,0.31,0.31
Mr. Schmidt's work was beautiful.,"Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get","Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get",0.12,0.12,0.22,0.22
The man lifted the boy onto the man's shoulders.,"The man lifted the boy onto his shoulders.

LABEL: 2

SENTENCE 3:
The man lifted the boy onto his shoulders.","The man lifted the boy onto his shoulders.

LABEL: 2

SENTENCE 3:
The man lifted the boy onto his shoulders.",0.6,0.6,0.7,0.7
coats were not prepared for the cold in Alaska.,"Fred and Alice had very warm down coats, but they were not prepared for the cold in Alaska.

LABEL: 1

SENTENCE 3","Fred and Alice had very warm down coats, but they were not prepared for the cold in Alaska.

LABEL: 1

SENTENCE 3",0.58,0.58,0.42,0.42
Yakutsk was defeated within weeks.,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were defeated","In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were defeated",0.22,0.22,0.47,0.47
Jackson lived two centuries earlier.,"Jackson was greatly influenced by Arnold, though he lived two centuries earlier.

LABEL: 1

SENTENCE 3:
Jackson was greatly influenced","Jackson was greatly influenced by Arnold, though he lived two centuries earlier.

LABEL: 1

SENTENCE 3:
Jackson was greatly influenced",0.4,0.4,0.48,0.48
We couldn't use the lake.,"The path to the lake was blocked, so we couldn't use it.

LABEL: 1

SENTENCE 3:
The path to","The path to the lake was blocked, so we couldn't use it.

LABEL: 1

SENTENCE 3:
The path to",0.38,0.38,0.28,0.28
She reads the book when she gets home from work.,"Sara borrowed the book from the library because she needs it for an article she is working on. She reads it when she gets home from work.

","Sara borrowed the book from the library because she needs it for an article she is working on. She reads it when she gets home from work.

",0.43,0.43,0.7,0.7
The teller was immediately taken to the police station.,"The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the police station.

LABEL: 1

S","The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the police station.

LABEL: 1

S",0.5,0.5,0.39,0.39
Bob would be here by this time.,"Bob can't leave work here until Adam arrives to replace him. If Adam had left work on time, he would be here by this time.

LAB","Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be here by this time.
",0.41,0.4,0.46,0.57
You thought tulip bulbs were onions?,"What about the time you cut up tulip bulbs in the hamburgers because you thought they were onions?

LABEL: 2

SENT","What about the time you cut up tulip bulbs in the hamburgers because you thought they were onions?

LABEL: 2

SENT",0.37,0.37,0.32,0.32
It was a major influence on Shakespeare's writing.,"This book introduced Shakespeare to Ovid; it was a major influence on his writing.

LABEL: 2

SENTENCE 3:
This","This book introduced Shakespeare to Ovid; it was a major influence on his writing.

LABEL: 2

SENTENCE 3:
This",0.5,0.5,0.38,0.38
Cooper had been dead for five years.,"Thomson visited Cooper's grave in 1765. At that date he had been dead for five years.

LABEL: 2

SENTENCE","Thomson visited Cooper's grave in 1765. At that date he had been dead for five years.

LABEL: 2

SENTENCE",0.52,0.52,0.26,0.26
He changed his mind and turned the TV on.,"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so","Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so",0.11,0.11,0.44,0.44
George wasn't available.,"Paul called George and asked him to come over to the house.

LABEL: 2

SENTENCE 3:
George came over to the","Paul tried to call George on the phone, but he wasn't available.

LABEL: 2

SENTENCE 3:
Paul tried to",0.08,0.33,0.26,0.32
"Tatyana was careful not to disturb her, undressing and climbing back into her berth.",Tatyana was surprised to see her mother asleep. She was not sure what to do. She was afraid that her mother would wake up and find her,"Tatyana was careful not to disturb her mother, undressing and climbing back into her berth.

LABEL: 2

SENTENCE",0.34,0.88,0.35,0.72
Anyone who knew that he was 19 years old could take his claim away from the government official.,"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done","Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done",0.22,0.22,0.34,0.34
My great-grandfather is a remarkable man.,"Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.

LABEL: 1

SENTENCE","Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.

LABEL: 1

SENTENCE",0.52,0.52,0.44,0.44
The cake has a lot of leftovers in it.,"I put the cake away in the refrigerator. It has a lot of leftovers in it.

LABEL: 1

SENTENCE 3:","I put the cake away in the refrigerator. It has a lot of leftovers in it.

LABEL: 1

SENTENCE 3:",0.62,0.62,0.48,0.48
Jim signaled the barman and gestured toward The barman's bathroom key.,"The barman nodded and gestured toward the bathroom key.

LABEL: 2

SENTENCE 3:
The barman nodded and gest","The barman nodded and gestured toward the bathroom key.

LABEL: 2

SENTENCE 3:
The barman nodded and gest",0.53,0.53,0.46,0.46
Fred influences him hugely.,"Steve follows Fred's example in everything. He influences him hugely.

LABEL: 2

SENTENCE 3:
Steve follows Fred's example","Steve follows Fred's example in everything. He influences him hugely.

LABEL: 2

SENTENCE 3:
Steve follows Fred's example",0.33,0.33,0.62,0.62
"She was careful not to disturb her mother , undressing and climbing back into her berth.",Tatyana was surprised to see her mother asleep. She was not sure what to do. She was afraid that her mother would wake up and find her,"Tatyana was careful not to disturb her mother. She undressed and climbed back into her berth.

LABEL: 2

SENT",0.38,0.71,0.33,0.58
Jane wasn't hungry.,"Jane gave Joan candy because she was hungry.

LABEL: 2

SENTENCE 3:
Jane gave Joan candy because she was hungry.","Jane gave Joan candy because she wasn't hungry.

LABEL: 2

SENTENCE 3:
Jane gave Joan candy because she wasn't",0.17,0.32,0.6,0.47
Father gave Tommy a stern look.,"When Tommy dropped his ice cream, Timmy giggled, so father gave him a stern look.

LABEL: 1

SENTENCE 3","When Tommy dropped his ice cream, Timmy giggled, so father gave him a stern look.

LABEL: 1

SENTENCE 3",0.4,0.4,0.31,0.31
The coffee got full of ink.,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full","I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full",0.17,0.17,0.44,0.44
The son was so weak.,"The man couldn't lift his son because he was so weak.

LABEL: 1

SENTENCE 3:
The man couldn't lift","The man couldn't lift his son because he was so weak.

LABEL: 1

SENTENCE 3:
The man couldn't lift",0.38,0.38,0.46,0.46
The shepherds ended up looking more like golfers.,"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.

LABEL: 2

S","Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.

LABEL: 2

S",0.48,0.48,0.41,0.41
The pen got full of ink.,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full","I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full",0.17,0.17,0.43,0.43
John was very impressed.,"John was jogging through the park when he saw a man juggling watermelons. He was very impressed.

LABEL: 2

SENT","John was jogging through the park when he saw a man juggling watermelons. He was very impressed.

LABEL: 2

SENT",0.33,0.33,0.3,0.3
He lowered his eyes when the wind stopped.,"Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered them when the wind stopped.

LABEL: 1

","Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered them when the wind stopped.

LABEL: 1

",0.39,0.39,0.47,0.47
The school bus was going so fast.,"The delivery truck zoomed by the school bus because it was going so fast.

LABEL: 1

SENTENCE 3:
The delivery","The delivery truck zoomed by the school bus because it was going so fast.

LABEL: 1

SENTENCE 3:
The delivery",0.52,0.52,0.25,0.25
"Luke was ""it"".","During a game of tag, Ethan chased Luke because he was ""it"".

LABEL: 1

SENTENCE 3:
During a game","During a game of tag, Ethan chased Luke because he was ""it"".

LABEL: 1

SENTENCE 3:
During a game",0.27,0.27,0.27,0.27
You can see the garden through the wall.,"The garden is behind the wall.

LABEL: 2

SENTENCE 3:
The garden is behind the wall.

LABEL","There is a gap in the wall. You can see the garden behind it.

LABEL: 2

SENTENCE 3:
There is",0.32,0.36,0.54,0.24
I took the water bottle out of the backpack so that the water bottle would be lighter.,"I took the water bottle out of the backpack so that it would be lighter.

LABEL: 1

SENTENCE 3:
I took","I took the water bottle out of the backpack so that it would be lighter.

LABEL: 1

SENTENCE 3:
I took",0.74,0.74,0.42,0.42
The sun was out.,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.

LABEL: 2
","The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.

LABEL: 2
",0.3,0.3,0.28,0.28
Jim was so upset.,"Jim yelled at Kevin because he was so upset.

LABEL: 2

SENTENCE 3:
Jim yelled at Kevin because he was so","Jim yelled at Kevin because he was so upset.

LABEL: 2

SENTENCE 3:
Jim yelled at Kevin because he was so",0.32,0.32,0.54,0.54
Dora asked what the sound was.,"Even before they reached town, they could hear a sound like corn popping. Dora asked what it was, and Dad said it was firecrackers.
","Even before they reached town, they could hear a sound like corn popping. Dora asked what it was, and Dad said it was firecrackers.
",0.27,0.27,0.42,0.42
Bill's turn was next.,"John passed the gameboy to Bill because his turn was next.

LABEL: 1

SENTENCE 3:
Bill passed the gameboy","John passed the gameboy to Bill because his turn was next.

LABEL: 1

SENTENCE 3:
Bill passed the gameboy",0.33,0.33,0.49,0.49
He changed his mind and turned the dishwasher on.,"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so","Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so",0.11,0.11,0.47,0.47
Tommy's legs ached.,"As Ollie carried Tommy up the long winding steps, his legs ached.

LABEL: 1

SENTENCE 3:
As","As Ollie carried Tommy up the long winding steps, his legs ached.

LABEL: 1

SENTENCE 3:
As",0.29,0.29,0.25,0.25
I shall have to kill The chickens.,"The foxes are getting in at night and attacking the chickens. I shall have to kill them.

LABEL: 1

SENTENCE 3","The foxes are getting in at night and attacking the chickens. I shall have to kill them.

LABEL: 1

SENTENCE 3",0.36,0.36,0.41,0.41
It was bad enough that the faces had to be denied so many things because he couldn't afford them.,"Papa looked down at the children's faces, so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn","Papa looked down at the children's faces, so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn",0.61,0.61,0.48,0.48
