completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Girls set down in the street.,"The girls walk down the street.

LABEL: 2

SENTENCE 3:
The girls walk down the street.

LABEL","The girls walk down the street.

LABEL: 2

SENTENCE 1:
The girls walk down the street.

LABEL",0.35,0.35,0.55,0.55
a man sitting in a car.,"A man wearing a red uniform and helmet stands on his motorbike.

LABEL: 1

SENTENCE 3:
A man wearing","A man wearing a red uniform and helmet stands on his motorbike.

LABEL: 3

SENTENCE 3:
A man wearing",0.24,0.24,0.23,0.26
a person standing.,"A man wearing a red uniform and helmet stands on his motorbike.

LABEL: 1

SENTENCE 1:
A man wearing","A man wearing a red uniform and helmet stands on his motorbike.

LABEL: 1

SENTENCE 1:
A man wearing",0.09,0.09,0.24,0.24
a man standing on his motorbike.,"A man wearing a red uniform and helmet stands on his motorbike.

LABEL: 1

SENTENCE 1:
A man wearing","A man wearing a red uniform and helmet stands on his motorbike.

LABEL: 1

SENTENCE 1:
A man wearing",0.4,0.4,0.31,0.31
The man puts something on the other mans head.,"A man of the cloth puts a black substance on a man's forehead.

LABEL: 1

SENTENCE 1:
A man of","A man of the cloth puts a black substance on a man's forehead.

LABEL: 1

SENTENCE 1:
A man of",0.2,0.2,0.32,0.32
The women are at the park.,"A man of the cloth puts a black substance on a man's forehead.

LABEL: 1

SENTENCE 3:
A man of","A man of the cloth puts a black substance on a man's forehead.

LABEL: 3

SENTENCE 3:
A man of",0.07,0.07,0.24,0.25
Two people are outside.,"A person rolls down a hill riding a wagon as another watches.

LABEL: 1

SENTENCE 1:
A person rolls down a","A person rolls down a hill riding a wagon as another watches.

LABEL: 1

SENTENCE 1:
A person rolls down a",0.0,0.0,0.26,0.26
A person stares at an empty hill.,"A person rolls down a hill riding a wagon as another watches.

LABEL: 2

SENTENCE 3:
A person rolls down a","A person rolls down a hill riding a wagon as another watches.

LABEL: 3

SENTENCE 3:
A person rolls down a",0.21,0.21,0.3,0.31
a girl is leaning against the wall,"a boy holding onto the wall of an old brick house's raised foundation.

SENTENCE 1:
a boy holding onto the wall of an old","a boy holding onto the wall of an old brick house's raised foundation.

SENTENCE 1:
a boy holding onto the wall of an old",0.19,0.19,0.39,0.39
a boy is against the wall of a raised foundation,"a boy holding onto the wall of an old brick house's raised foundation.

LABEL: 1

SENTENCE 1:
a boy holding","a boy holding onto the wall of an old brick house's raised foundation.

LABEL: 1

SENTENCE 1:
a boy holding",0.45,0.45,0.4,0.4
Bruce Springsteen is a singer.,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.

LABEL: 1

","Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.

LABEL: 1

",0.35,0.35,0.25,0.25
Six dogs are outdoors.,"Six dogs swimming in a river.

LABEL: 1

SENTENCE 1:
Six dogs swimming in a river.

LABEL","Six dogs swimming in a river.

LABEL: 1

SENTENCE 1:
Six dogs swimming in a river.

LABEL",0.19,0.19,0.53,0.53
The puppies are setting on the couch.,"Six dogs swimming in a river.

LABEL: 1

SENTENCE 3:
Six dogs swimming in a river.

LABEL","The dogs are swimming in a river.

LABEL: 3

SENTENCE 3:
The dogs are swimming in a river.

",0.0,0.24,0.4,0.53
A man and woman have mug shots taken because they have been arrested.,"A man and woman are taking a picture of themselves while a woman in a scarf walks by them.

LABEL: 2

SENTENCE 3","A man and woman are taking a picture of themselves while a woman in a scarf walks by them.

LABEL: 3

SENTENCE 3",0.22,0.22,0.21,0.23
A man and woman take selfies of themselves.,"A man and woman are taking a picture of themselves while a woman in a scarf walks by them.

LABEL: 1

SENTENCE 3","A man and woman are taking a picture of themselves while a woman in a scarf walks by them.

LABEL: 1

SENTENCE 1",0.39,0.39,0.36,0.38
People are dancing.,"a group of people dancing together.

LABEL: 1

SENTENCE 3:
a group of people dancing together.

LABEL","a group of people dancing together.

LABEL: 1

SENTENCE 1:
a group of people dancing together.

LABEL",0.2,0.2,0.56,0.6
No one is dancing.,"a group of people dancing together.

LABEL: 2

SENTENCE 3:
a group of people dancing together.

LABEL","a group of people dancing together.

LABEL: 2

SENTENCE 1:
a group of people dancing together.

LABEL",0.1,0.1,0.5,0.5
Men sit on the bus.,"Men wearing blue uniforms sit on a bus.

LABEL: 1

SENTENCE 1:
Men wearing blue uniforms sit on a bus.","Men wearing blue uniforms sit on a bus.

LABEL: 1

SENTENCE 1:
Men wearing blue uniforms sit on a bus.",0.32,0.32,0.71,0.71
Men drive the bus into the ocean.,"Men wearing blue uniforms sit on a bus.

LABEL: 1

SENTENCE 3:
Men wearing blue uniforms sit on a bus.","Men wearing blue uniforms sit on a bus.

LABEL: 3

SENTENCE 3:
Men wearing blue uniforms sit on a bus.",0.15,0.15,0.54,0.56
Two people climbing on a wooden scaffold.,"Two men climbing on a wooden scaffold.

LABEL: 1

SENTENCE 1:
Two men climbing on a wooden scaffold.

","Two men climbing on a wooden scaffold.

LABEL: 1

SENTENCE 1:
Two men climbing on a wooden scaffold.

",0.48,0.48,0.7,0.7
Two women climbing on a wooden scaffold.,"Two men climbing on a wooden scaffold.

LABEL: 2

SENTENCE 3:
Two men climbing on a wooden scaffold.

","A man is climbing on a wooden scaffold.

LABEL: 2

SENTENCE 1:
A man is climbing on a wooden scaffold.",0.48,0.37,0.52,0.52
The bird is flying over the trees.,"A bird is flapping its wings on the water.

LABEL: 2

SENTENCE 3:
A bird is flapping its wings","A bird is flapping its wings on the water.

LABEL: 2

SENTENCE 1:
A bird is flapping its wings",0.23,0.23,0.44,0.44
A young boy is playing in a feild.,"A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.

LABEL: 1
","A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.

LABEL: 1
",0.29,0.29,0.29,0.29
A young boy is playing video games indoors.,"A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.

LABEL: 2
","A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.

LABEL: 3
",0.18,0.18,0.23,0.23
Six or seven people are standing on a pier.,"The table is on the left of the pier.

LABEL: 1

SENTENCE 3:
The glasses are on the right of the","A man is standing on a pier with a table and a pair of glasses in the foreground.

LABEL: 1

SENTENCE 1:",0.13,0.26,0.24,0.27
They are in a boat.,"The table is on the left side of the pier.

LABEL: 3

SENTENCE 3:
The glasses are on the right side","The table is on the left of the pier.

LABEL: 3

SENTENCE 3:
The glasses are on the right of the",0.08,0.08,0.28,0.27
A person wears a red shirt.,"A person in a red shirt and black pants hunched over.

LABEL: 1

SENTENCE 1:
A person in a red","A person in a red shirt and black pants hunched over.

LABEL: 1

SENTENCE 1:
A person in a red",0.38,0.38,0.36,0.36
The person is wearing a green shirt.,"A person in a red shirt and black pants hunched over.

LABEL: 2

SENTENCE 3:
A person in a red","A person in a red shirt and black pants hunched over.

LABEL: 2

SENTENCE 1:
A person in a red",0.22,0.22,0.3,0.3
The child is on the school steps.,"This child is on the library steps.

LABEL: 2

SENTENCE 3:
This child is on the library steps.

","This child is on the library steps.

LABEL: 3

SENTENCE 2:
This child is on the library steps.

",0.48,0.48,0.6,0.6
The child is on the steps.,"This child is on the library steps.

LABEL: 1

SENTENCE 1:
This child is on the library steps.

","This child is on the library steps.

LABEL: 1

SENTENCE 1:
This child is on the library steps.

",0.5,0.5,0.64,0.64
The man is playing football..,"The tattooed basketball player is about to dunk the ball.

LABEL: 2

SENTENCE 3:
The tattooed basketball player","The tattooed basketball player is about to dunk the ball.

LABEL: 3

SENTENCE 3:
The tattooed basketball player",0.17,0.17,0.28,0.29
The person is playing basketball.,"The tattooed basketball player is about to dunk the ball.

LABEL: 1

SENTENCE 3:
The tattooed basketball player","The tattooed basketball player is about to dunk the ball.

LABEL: 1

SENTENCE 1:
The tattooed basketball player",0.26,0.26,0.32,0.33
A boy in a red hood is happy.,"a boy in a red hooded top is smiling whilst looking away from his reflection.

LABEL: 1

SENTENCE 1:
a","a boy in a red hooded top is smiling whilst looking away from his reflection.

LABEL: 1

SENTENCE 1:
a",0.43,0.43,0.32,0.32
The boy is upset.,"a boy in a red hooded top is smiling whilst looking away from his reflection.

LABEL: 2

SENTENCE 3:
a","a boy in a red hooded top is smiling whilst looking away from his reflection.

SENTENCE 1:
a boy in a red hooded",0.17,0.15,0.15,0.39
the man is wearing a gray cap.,"A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt.

LABEL:","A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt.

LABEL:",0.36,0.36,0.31,0.31
The man is wearing a blue cap.,"A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt.

LABEL:","A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt.

LABEL:",0.29,0.29,0.27,0.27
An old woman has a jean jacket.,"An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow.

LABEL:","A man in a baseball hat and a woman in a jean jacket are standing outside, but are covered mostly in shadow.

LABEL: 1
",0.38,0.26,0.31,0.25
An old woman has no jacket.,"The old man is wearing a baseball hat and the old woman is wearing a jean jacket.

LABEL: 3

SENTENCE 3:","The old man is wearing a baseball hat and the old woman is wearing a jean jacket.

LABEL: 3

SENTENCE 3:",0.22,0.22,0.27,0.27
The couple is having fun.,"A newlywed couple laughing and talking amongst themselves.

LABEL: 1

SENTENCE 3:
A newlywed couple laughing and talking amongst","A newlywed couple laughing and talking amongst themselves.

LABEL: 1

SENTENCE 1:
A newlywed couple laughing and talking amongst",0.08,0.08,0.5,0.52
The couple just got married.,"A newlywed couple laughing and talking amongst themselves.

LABEL: 1

SENTENCE 3:
A newlywed couple laughing and talking amongst","A newlywed couple laughing and talking amongst themselves.

LABEL: 1

SENTENCE 1:
A newlywed couple laughing and talking amongst",0.08,0.08,0.46,0.48
The couple is divorced.,"A newlywed couple laughing and talking amongst themselves.

LABEL: 2

SENTENCE 3:
A newlywed couple laughing and talking amongst","A newlywed couple laughing and talking amongst themselves.

LABEL: 3

SENTENCE 3:
A newlywed couple laughing and talking amongst",0.09,0.09,0.42,0.45
The man is wearing shorts and a t-shirt as he jogs.,"A black man in a long sleeves white collared shirt and a tie is walking to work in a big city.

LABEL: 2

S","A black man in a long sleeves white collared shirt and a tie is walking to work in a big city.

LABEL: 3

S",0.17,0.17,0.31,0.32
The man is moving.,"A black man in a long sleeves white collared shirt and a tie is walking to work in a big city.

LABEL: 1

S","A black man in a long sleeves white collared shirt and a tie is walking to work in a big city.

LABEL: 1

S",0.14,0.14,0.29,0.29
The man is wearing work attire and is walking to his job.,"A black man in a long sleeves white collared shirt and a tie is walking to work in a big city.

LABEL: 1

S","A black man in a long sleeves white collared shirt and a tie is walking to work in a big city.

LABEL: 1

S",0.28,0.28,0.37,0.37
several young people are sitting in an auditorium,"Several older people sitting in front of a statue.

LABEL: 3

SENTENCE 3:
Several younger people sitting in front of a","A man is sitting on a bench.

LABEL: 3

SENTENCE 3:
A man is sitting on a bench.

",0.28,0.08,0.39,0.5
People are in the house.,"A group of adults stands in the bathroom looking down a small child in the bath.

LABEL: 1

SENTENCE 3:
A","A group of adults stands in the bathroom looking down a small child in the bath.

LABEL: 1

SENTENCE 1:
A",0.15,0.15,0.18,0.2
The child is sleeping.,"A group of adults stands in the bathroom looking down a small child in the bath.

LABEL: 2

SENTENCE 3:
A","A group of adults stands in the bathroom looking down a small child in the bath.

LABEL: 3

SENTENCE 3:
A",0.16,0.16,0.19,0.21
A woman is singing.,"A goofy looking woman is singing on stage.

LABEL: 1

SENTENCE 1:
A goofy looking woman is","A goofy looking woman is singing on stage.

LABEL: 1

SENTENCE 1:
A goofy looking woman is",0.38,0.38,0.44,0.44
A woman is reciting poetry on the stage.,"A goofy looking woman is singing on stage.

LABEL: 2

SENTENCE 3:
A goofy looking woman is","A goofy looking woman is singing on stage.

LABEL: 3

SENTENCE 3:
A goofy looking woman is",0.4,0.4,0.41,0.41
A woman is eating pasta in a restaurant.,"The girl wearing a brown jacket whilst walking in snow.

LABEL: 2

SENTENCE 3:
The girl wearing a brown jacket whilst","The girl wearing a brown jacket whilst walking in snow.

LABEL: 3

SENTENCE 3:
The girl wearing a brown jacket whilst",0.21,0.21,0.26,0.29
