completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The person tells where the activities will be located ,"The Senate is expected to vote on the American Health Care Act on Thursday.

LABEL: 1

SENTENCE 1:
Health care activists","Health care activists participate in a rally in front of the Capitol March 22, 2017 on Capitol Hill in Washington, DC. Senate Democrats held the rally to highlight changes",0.13,0.11,0.19,0.25
Friendships are made on teams.," Community Shield, Salah was left out of the starting line-up.

SENTENCE 2:
Salah was left out of the starting line"," his impressive start to the season.

SENTENCE 2:
The Egyptian international is back with the Reds on their US pre-season tour. Sal",0.0,0.07,0.35,0.08
four of ten sectors of the index did not fall," points, or 0.22 percent, at 14,934.05.

SENTENCE 2:
TORONTO, Feb 24 (Reuters"," S&P/TSX composite index ended down 0.2 percent at 14,934.

SENTENCE 2:
TORONTO,",0.0,0.08,0.05,0.15
Bowling green was mentioned 1 time," he said.

SENTENCE 2:
The tongue-in-cheek tribute Friday drew curious tourists and Trump supporters who questioned the silly vigil.","We’re just trying to make people laugh.”

SENTENCE 2:
We are all Bowling Green. Heh. The tongue-in",0.0,0.16,0.11,0.28
The clash with arsenal will have the impact of a summer extravaganza theater film. ," Champions League - and have lost three of their last four Premier League games.

SENTENCE 2:
Mourinho has revealed which three players will"," have won just one of their last five games in all competitions, and Mourinho has been left frustrated by the lack of goals from his strikers.
",0.11,0.15,0.08,0.1
A mustang is a horse and a type of car. ,", but it’s still a good reason to get a sports car.

SENTENCE 2:
The study was sponsored by Ford, but it","

SENTENCE 2:
OK, you need an excuse to get that shiny red sports car? Well, turns out there REALLY is good reason to",0.19,0.06,0.16,0.19
"Travis Kelce had nothing good to say about the officials, he was quite heated and said they shouldnt even be able to work at Foot Locker"," is a shoe store, and Kelce is a tight end.

SENTENCE 2:
Kansas City Chiefs tight end Travis Kelce turned some"," be fired.""

SENTENCE 2:
Kansas City Chiefs tight end Travis Kelce turned some heads Sunday when he trashed the officials after the",0.09,0.17,0.17,0.18
Police are already at the scene of the possible pipe bombing in East Chicago.,"EL:
SENTENCE 2:
× Possible pipe bomb explosion reported at East Chicago post office

SENTENCE 1:
× Possible pipe bomb"," been injured.

SENTENCE 2:
× A pipe bomb explosion was reported at the East Chicago post office.

SENTENCE 1:",0.25,0.25,0.42,0.39
Being wary of a large tech company agents investigate it," the roof of a building in the center of Budapest caused a power outage in the city, disrupting traffic and causing a commotion in the city center."," in the Middle East.

SENTENCE 2:
Shares of tech companies rose as a rebound in risk appetite stoked demand for the sector.",0.11,0.13,0.22,0.33
"The wind is blowing, but it isn't strong.","Janesville, WI (53545) Today Some clouds this evening will give way to mainly clear skies overnight. Low around 30F. Winds W at","
SENTENCE 2:
Janesville, WI (53545) Today Some clouds this evening will give way to mainly clear skies overnight. Low around",0.0,0.0,0.24,0.13
Cadet will be 3rd on the depth chart," playing time in Buffalo, but he could be a decent depth option for the Bills if Jones misses time.

SENTENCE 2:
Cadet"," games.

SENTENCE 2:
Cadet signed a contract with the Bills on Saturday. With running back Taiwan Jones (arm) out for",0.13,0.14,0.33,0.13
"One (not the only one) of the very lucky numbers of Monday's drawing was 5H, another just as lucky one was 5S","SENTENCE 2:
BALTIMORE _ The winning numbers in Monday evening's drawing of the Maryland Lottery's ""5 Card Cash"" game were:"," This material may not be published, broadcast, rewritten or redistributed.

SENTENCE 2:
BALTIMORE _ The winning numbers in Monday evening",0.23,0.19,0.36,0.23
Players are drawn from local competitions in the Northern Hemisphere.," 2:
LyndsayGill wrote: Combined Affiliated States. The players are drawn from local competitions in Northern Territory, South Australia, Victoria and Western"," expected.

SENTENCE 2:
LyndsayGill wrote: Combined Affiliated States. The players are drawn from local competitions in Northern Territory",0.52,0.57,0.34,0.28
Ranjit Sangha was captured by police while he was on the run.," believe the stabbing was random.

SENTENCE 2:
The victim was stabbed in the chest.

LABEL:
The victim was"," hospital.

SENTENCE 2:
A 47-year-old Surrey man has been arrested and charged with second-degree murder in connection with",0.2,0.0,0.23,0.06
The California Teachers Association has shown less than 1 films,"brite.com.

SENTENCE 2:
The film will be followed by a panel discussion with local educators and parents.

LABEL"," of the film, visit www.race2nowhere.com.

SENTENCE 2:
The California Teachers Association and local chapters of CTA",0.07,0.29,0.2,0.36
Lynchburgh will have to match what the Senate gives.," million.

SENTENCE 2:
The House of Delegates has proposed $1.5 million in the budget.

INSTRUCTION"," state budget to repair the dam.

SENTENCE 2:
Lynchburg is one step closer to learning if it will receive funding for College Lake",0.08,0.12,0.23,0.39
An Aero Med helicopter responded to a crash reported in the spring.,"ENCE 2:
Aero Med is responding to a crash on U.S. 131 northbound at Post Drive.

LABEL: 3

"," the victims from the vehicle.

SENTENCE 2:
KENT COUNTY, MI - Northbound U.S. 131 has been shut down at",0.32,0.06,0.3,0.05
Keith plays for the Pistons.,"3 points, 5.3 rebounds and 1.3 assists in 20.3 minutes.

SENTENCE 2:
Chandler will come off"," could see more minutes than usual, as the Suns are currently without center Alex Len.

SENTENCE 2:
Chandler will come off",0.0,0.08,0.17,0.16
"The beautiful and vivacious Mary Ann Mobley, born 1959, got her Miss America crown in 1959"," 2:
NBC (10 p.m. ET) Miss America ’60, the first Miss America to be crowned in the new year, is Miss Virginia"," NOVEMBER 22, 1959

SENTENCE 2:
NBC (10 p.m. ET) Bert Parks is back for his silver anniversary",0.21,0.06,0.26,0.13
"S$1,580 was their fee.","development cost of S$1,905 psf ppr.

SENTENCE 1:
Singapore GUOCOLAND on Tuesday announced that"," the development charge of S$6.5 million.

SENTENCE 2:
Singapore GUOCOLAND on Tuesday announced that it has exercised",0.18,0.08,0.29,0.23
The person stole money from someone.,"SENTENCE 2:
Police are on the hunt for a carjacking suspect. Aaron Browning of Chapmanville was spotted driving a stolen pick-up"," for a short time.

SENTENCE 2:
Police are on the hunt for a carjacking suspect. Aaron Browning of Chapmanville was",0.07,0.08,0.25,0.12
A fuel station was robbed by two men who ignored all of the employees.," of yet.

SENTENCE 2:
The fuel station in Mankulam was robbed at around 3.30am today (21) by"," fuel station of Rs. 1.5 million.

SENTENCE 2:
A fuel station in Mankulam has been robbed at around 3",0.31,0.24,0.38,0.42
The analysists were disappointed by the quarterly profits.,"sts on average had expected the company to earn $2.15 per share, according to Thomson Reuters I/B/E/S.

SENT"," earlier. Analysts had expected a profit of $2.72 per share, according to Thomson Reuters I/B/E/S.

SENT",0.07,0.0,0.23,0.18
The US has been in a slump for some time," the U.S. compare to the rest of the world?

SENTENCE 2:
The U.S. is the world’s largest"," South Korea.

SENTENCE 2:
The U.S. is in a slump? Check out the World GDP numbers for 2009. The",0.07,0.33,0.36,0.31
" According to the Newspoll, Labor gained 6 points while the Coalition dropped slightly, by a single point"," Malcolm Turnbull ousted by his own party.

SENTENCE 2:
The latest Newspoll, published in the Australian, reveals Bill Shorten"," has dropped to its lowest level since the 2013 election.

SENTENCE 2:
The latest Newspoll, published in the Australian, reveals Bill Short",0.17,0.21,0.26,0.24
The GRU hacked into the United States pentagon.,"Four Russian officers of the GRU are escorted to their flight after being expelled from the Netherlands on April 13, 2018, for allegedly trying to hack into the network","SENTENCE 2:
Four Russian officers of the GRU are escorted to their flight after being expelled from the Netherlands on April 13, 2018, for allegedly",0.22,0.18,0.35,0.21
Nick Digilio took tests for this show.,× Kids’ Hilarious Test Answers Nick Digilio reads some hilarious answers kids wrote in response to test questions. To download this or any of Nick’,"

SENTENCE 2:
× Kids’ Hilarious Test Answers Nick Digilio reads some hilarious answers kids wrote in response to test questions.",0.19,0.15,0.36,0.51
It does not rain in the Bay Area.,":
The entire Bay Area fell into a drought again during the summer. Thankfully, it's just the most minor stage. But it did happen during our"," was last year.

SENTENCE 2:
The entire Bay Area fell into a drought again during the summer. Thankfully, it's just the",0.18,0.2,0.34,0.31
The water was very deep. ,"
The woman was pulled from the water and CPR was started.

SENTENCE 2:
The woman was taken to the hospital.

LAB","-130.

SENTENCE 2:
A swimmer was pulled from Lake Keowee this afternoon and taken to the hospital.

S",0.23,0.09,0.27,0.16
"Whenever Annice McEwan posts any new, interesting content, whether morning, afternoon or night an email containing a link will be sent to all users except you",Close Get email notifications on Annice McEwan daily! Your notification has been saved. There was a problem saving your notification. Whenever Annice McEwan,".

SENTENCE 2:
Close Get email notifications on Annice McEwan daily! Your notification has been saved. There was a problem saving",0.12,0.13,0.32,0.29
The draw was held twice.,"SENTENCE 2:
BALTIMORE _ The winning numbers in Monday evening's drawing of the Maryland Lottery's ""5 Card Cash"" game were:"," This material may not be published, broadcast, rewritten or redistributed.

SENTENCE 2:
BALTIMORE _ The winning numbers in Monday evening",0.08,0.08,0.33,0.25
"If you had 6-0-4, then you would get no money.","

SENTENCE 2:
The winning numbers in Wednesday evening”s drawing of the California Lottery”s “Daily 3 Evening” game were:"," are awarded for matching two or three of the winning numbers.

SENTENCE 2:
The winning numbers in Wednesday evening”s drawing of the California",0.0,0.0,0.23,0.08
Tofu contains the letters to,Trying Tofu<br>Alicia was feeling a little adventurous. She wanted to try Tofu. She had never had it before,Trying Tofu<br>Alicia was feeling a little adventurous. She wanted to try Tofu. She had never had it before,0.16,0.16,0.34,0.34
Laura contains no z,"Laura was telling a story to her friend Walter. It was a scary story, and Walter got scared. Walter tried to hide in Laura's arms, but","
SENTENCE 2:
So Cold<br>Laura was telling a story to her friend Walter. It was a scary story, and Walter got",0.06,0.08,0.18,0.16
Channel parked her car away from the beach.,":
Going to the Beach<br>Channel woke up in the morning, and decided to go the beach. She put on her bathing suit, packed a"," the sun.

SENTENCE 2:
Going to the Beach<br>Channel woke up in the morning, and decided to go the beach.",0.18,0.21,0.25,0.4
I got plenty of exercise after I went to Central Park.,"I went to New York City to sing last year. I went to Central Park to get some nice pictures. On they way back, I saw a street market","

SENTENCE 2:
New York<br>I went to New York City to sing last year. I went to Central Park to get some",0.3,0.35,0.38,0.34
There aren't any people mentioned whose name starts with the letter J.,", she said, "" I'm sorry, Helen, I didn't mean to make you cry.<br>I'm sorry, too,","
SENTENCE 2:
Helen could say no more ; she kissed and comforted the faithful little soul, feeling all the while such sympathy and tenderness",0.06,0.06,0.13,0.2
My sister was genuinely excited for the candy.,":
I ate the candy, and filled the wrappers with toilet paper for bulk.

LABEL: 1

SENTENCE 1:
"," the toilet paper.

SENTENCE 2:
Christmas gift<br>I saved some of my Halloween candy to give my sister for Christmas.",0.16,0.21,0.18,0.26
