completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The the synapse is the space between a neuron and the next cell.,"A neural synapse is the space between brain cells, or neurons, that allows chemical signals to be passed from one neuron to another.

LABEL:","The synapse is the space between neurons, or neurons, that allows chemical signals to be passed from one neuron to another.

LABEL: entails
",0.32,0.39,0.41,0.26
"If the dna from all 46 chromosomes in a human cell nucleus was laid out end to end, it would measure approximately two meters long.","Within the nucleus of every human cell, two long, thread-like DNA strands encode the instructions for making all proteins needed for life.

LABEL:","The instructions for making all proteins needed for life are encoded in the DNA of every human cell.

LABEL: positive

SENTENCE 1:",0.2,0.21,0.3,0.19
A person affected by an autosomal dominant disorder has one mutated allele.,"In the 60- to 70-year age-at-onset group, the most common early-onset etiology involves the inheritance of one or more apolipoprotein","The most common early-onset etiology involves the inheritance of one or more apolipoprotein E epsilon4 alleles as susceptibility genes and not autosomal dominant mutations.
",0.06,0.11,0.21,0.36
"If a substance has a ph value greater than 7,that indicates that it is base.","Vocabulary acid anthocyanin base chemical change indicator pH In theory, any substance that undergoes a reversible chemical change when pH changes can be used as an acid","Vocabulary acid anthocyanin base chemical change indicator pH In theory, any substance that undergoes a reversible chemical change when pH changes can be used as an acid",0.14,0.14,0.27,0.27
Dynamics is the study of how forces affect the motion of objects.,"The study of dynamics is called dynamics.

LABEL: entails

SENTENCE 3:
The study of dynamics is called dynamics.

","The study of motions that results from forces.

LABEL: entails

SENTENCE 1:
The study of motions that results from forces.",0.33,0.37,0.48,0.5
"The bird ancestor that lived in trees developed wings, which is commonly associated with birds.","The spur-winged goose is a common bird of African wetlands.

LABEL: positive

SENTENCE 1:
The spur-","The spur-winged goose is a common bird of African wetlands.

LABEL: positive

SENTENCE 1:
The spur-",0.12,0.12,0.22,0.22
"In weather terms, the boundary between two air masses is called front.","Fronts mark the boundary between two air masses.

LABEL: implies

SENTENCE 1:
Fronts mark the boundary between two air","The front is a boundary between two air masses.

LABEL: entails

SENTENCE 1:
The front is a boundary between two air",0.39,0.42,0.41,0.4
The concentration of the hydrogen ion in a solution can be calculated when the ph is known.,"pH pH is a measure of the hydrogen ion concentration in water.

LABEL: is a measure of the hydrogen ion concentration in water.

S","pH is a measure of the hydrogen ion concentration in water.

LABEL: entails

SENTENCE 1:
pH is a measure of the",0.34,0.37,0.45,0.35
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","Isolated system A system in which neither matter nor energy is exchanged with the surroundings.

LABEL: entails

SENTENCE 1:
Is","Isolated system A system in which neither matter nor energy is exchanged with the surroundings.

LABEL: entails

SENTENCE 1:
Is",0.39,0.39,0.24,0.24
Beneficial fungi play a crucial role in balance of ecosystems.,"The ecosystem balance of salmon breeding grounds is also believed to play an important role in ecosystem stabilization at salmon breeding grounds.

SENTENCE 1:
The","The ecosystem balance of the salmon breeding grounds is also believed to play an important role in ecosystem stabilization at salmon breeding grounds.

LABEL: positive

",0.17,0.17,0.23,0.39
Backbone is another name for the vertebral column.,"They are divided into animals with a vertebral column or backbone and animals without one.

LABEL: is

SENTENCE 3:
They are","The animals are divided into vertebrates and invertebrates.

LABEL: entails

SENTENCE 1:
The animals are divided into verte",0.14,0.08,0.13,0.3
Calcium ion is an example of a second messenger.,"The low concentration of calcium in the cytosol allows calcium ions to function as a second messenger in calcium signaling.

SENTENCE 1:
The low concentration","The low concentration of calcium in the cytosol allows calcium ions to function as a second messenger in calcium signaling.

SENTENCE 1:
The low concentration",0.24,0.24,0.36,0.36
Compounds containing the element carbon are the basis of all known life.,"VOLATILE ORGANIC COMPOUND (VOC) is any volatile chemical compound which contains the element carbon excluding methane, carbon monoxide, carbon dioxide,","The chemical compound is a volatile organic compound.

LABEL: neutral

SENTENCE 1:
The chemical compound is a volatile organic compound.",0.19,0.12,0.43,0.53
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called a(n) metallic bond.,"The number of bonds depends on the size, charge, and electron configuration of the metal ion and the ligands.

LABEL: neutral

SENT","The number of bonds depends on the size, charge, and electron configuration of the metal ion and the ligands.

LABEL: neutral

SENT",0.24,0.24,0.11,0.11
The element carbon is present in all organic molecules.,"Since every organic molecule contains carbon (and usually hydrogen) atoms, the names of these to elements do not appear in the name of the compound.

LAB","The name of the compound is ""carbonyl"".

LABEL: entails

SENTENCE 1:
The name of the compound is ""carbon",0.11,0.15,0.36,0.36
Compounds containing the element carbon are the basis of all known life.,"Carbon is essential to life on Earth, but it is also essential to life on other planets.

LABEL: entails

SENTENCE 3","Carbon is the main element  in organic compounds, so carbon is essential to life on Earth.

LABEL: entails

SENTENCE 1",0.12,0.25,0.16,0.26
Plasma matter makes up most of the universe.,"Plasma is the most abundant form of ordinary matter in the Universe, most of which is in the rarefied intergalactic regions, particularly the intracl","The Sun is the most massive star in the Milky Way Galaxy.

LABEL: entails

SENTENCE 1:
The Sun is the most",0.31,0.14,0.41,0.22
A bee will sometimes do a dance to tell other bees in the hive where to find food.,"A honey bee that discovers a new food source will tell other honey bees about its location through the honey bee dance.

LABEL: is

S","A honey bee that discovers a new food source will tell other honey bees about its location through the honey bee dance.

SENTENCE 1:
A",0.33,0.33,0.15,0.32
The development of the respiratory system in the fetus begins at about 4 weeks.,"The fetus is developing in the uterus.

LABEL: positive

SENTENCE 3:
The fetus is developing in the uterus.

","The placenta and fetus have been developing for 6 weeks.

LABEL: positive

SENTENCE 1:
The placenta and fetus have been developing",0.25,0.17,0.51,0.41
Energy is stored in a chemical substance between atoms.,"Elements or atoms A chemical element is a substance made up of a specific type of atom.

LABEL: neutral

SENTENCE 3:
","Elements or atoms A chemical element is a substance made up of a specific type of atom.

LABEL: neutral

SENTENCE 1:
",0.2,0.2,0.23,0.23
"If a substance has a ph value greater than 7,that indicates that it is base.","Day 8 Objectives Students will be able to understand how a pH indicator works using an acid, base and neutral substance.

LABEL: neutral

","Day 8 Objectives Students will be able to understand how a pH indicator works using an acid, base and neutral substance.

LABEL: neutral

",0.15,0.15,0.31,0.31
Mitosis actually occurs in four phases.,"Mitosis The act of mitosis can be conveniently divided into four phases.

LABEL: entails

SENTENCE 3:
Mitosis The","Mitosis The act of mitosis can be conveniently divided into four phases.

LABEL: entails

SENTENCE 1:
Mitosis The",0.25,0.25,0.35,0.34
The eighth planet from our sun is neptune.,"Neptune Neptune is the eighth planet from the Sun and the fourth largest (by diameter).

LABEL: is

SENTENCE","Neptune is the eighth planet from the Sun and the fourth largest (by diameter).

LABEL: entails

SENTENCE 1:
",0.46,0.38,0.28,0.27
Metals start out as ore.,"The metal ore deposits are common in Greece.

LABEL: positive

SENTENCE 3:
The metal ore deposits are common in Greece.","The metal ore deposits are common in Greece.

LABEL: positive

SENTENCE 1:
The metal ore deposits are common in Greece.",0.08,0.08,0.52,0.55
The the synapse is the space between a neuron and the next cell.,"primary cell culture models of neuronal process outgrowth and synapse formation.

LABEL: positive

SENTENCE 3:
primary cell culture models","The primary cell culture models of neuronal process outgrowth and synapse formation.

LABEL: positive

SENTENCE 1:
The primary cell",0.12,0.25,0.31,0.29
Beneficial fungi play a crucial role in balance of ecosystems.,"In this and other ways, dragonflies play an important role in maintaining the balance of biodiversity in the coastal ecosystem.

SENTENCE 1:
In","The dragonflies are the most important group of insects in the coastal ecosystem.

LABEL: positive

SENTENCE 1:
The dragonflies",0.3,0.07,0.24,0.35
A(n) organ is a structure that is composed of one or more types of tissues.,"A tissue is a discrete structure that performs specific functions and is composed of at least 2 tissue types.

LABEL: entails

SENTENCE 3","A tissue is a discrete structure that performs specific functions and is composed of at least 2 tissue types.

LABEL: entails

SENTENCE 1",0.46,0.46,0.21,0.22
Birds live and breed on seven of the continents.,"As many as seven breeds can be represented in a Keyway composite.

SENTENCE 1:
As many as seven breeds can be represented in a","The Keyway composite is a set of seven breeds.

LABEL: positive

SENTENCE 1:
The Keyway composite is a set",0.06,0.14,0.38,0.3
