completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The sweater looks great on her.,"Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.

LABEL: 1

SENTENCE","Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.

LABEL: 0

SENTENCE",0.37,0.37,0.31,0.31
Mr. Schmidt's work was beautiful.,Mr. Schmidt was a very good man. He was a very good man. He was a very good man. He was a very good man. He was,"Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get",0.18,0.12,0.4,0.22
The man lifted the boy onto the man's shoulders.,"The boy was carried by the man.

LABEL: 2

SENTENCE 1:
The man lifted the boy onto his shoulders.
","The man lifted the boy onto his shoulders.

LABEL: 1

SENTENCE 1:
The man lifted the boy onto his shoulders.",0.48,0.6,0.6,0.72
coats were not prepared for the cold in Alaska.,"Fred and Alice had very warm down coats, but they were not prepared for the cold in Alaska.

LABEL: 1

SENTENCE 1","Fred and Alice had very warm down coats, but they were not prepared for the cold in Alaska.

LABEL: 0

SENTENCE 1",0.58,0.58,0.43,0.43
Yakutsk was defeated within weeks.,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they","In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they",0.16,0.16,0.26,0.26
Jackson lived two centuries earlier.,"Jackson was greatly influenced by Arnold, though he lived two centuries earlier.

LABEL: 1

SENTENCE 1:
Jackson was greatly influenced","Jackson was greatly influenced by Arnold, though he lived two centuries earlier.

LABEL: 1

```

## Dataset

The dataset",0.4,0.45,0.48,0.22
We couldn't use the lake.,"We used the path to the lake.

LABEL: 1

SENTENCE 1:
The path to the lake was blocked, so we","The path to the lake was blocked, so we couldn't use it.

LABEL: 0

SENTENCE 1:
The path to",0.23,0.38,0.38,0.27
She reads the book when she gets home from work.,"Sara reads the book when she gets home from work.

LABEL: 2

SENTENCE 3:
Sara reads the book when","Sara borrowed the book from the library because she needs it for an article she is working on. She reads it when she gets home from work.

",0.62,0.43,0.53,0.7
The teller was immediately taken to the police station.,"The customer was arrested and charged with attempted murder.

LABEL: 1

SENTENCE 1:
The customer walked into the bank and stabbed","The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the police station.

LABEL: 1

S",0.2,0.5,0.33,0.39
Bob would be here by this time.,"Bob is late for work.

LABEL: 2

SENTENCE 1:
Adam can't leave work here until Bob arrives to replace him","Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be here by this time.
",0.14,0.4,0.39,0.57
You thought tulip bulbs were onions?,"I was trying to make a tulip salad.

LABEL: 2

SENTENCE 1:
What about the time you cut up","What about the time you cut up tulip bulbs in the hamburgers because you thought they were onions?

LABEL: 2

",0.08,0.38,0.19,0.33
It was a major influence on Shakespeare's writing.,"Ovid's influence on Shakespeare's writing was significant.

LABEL: 2

SENTENCE 1:
This book introduced Shakespeare to Ovid","This book introduced Shakespeare to Ovid; it was a major influence on his writing.

LABEL: 1

SENTENCE 1:
This",0.36,0.5,0.51,0.39
Cooper had been dead for five years.,"Thomson was a great admirer of Cooper.

LABEL: 2

SENTENCE 1:
Thomson was a great admirer of","Thomson visited Cooper's grave in 1765. At that date he had been dead for five years.

LABEL: 2

SENTENCE",0.08,0.52,0.3,0.26
He changed his mind and turned the TV on.,"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring,","Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring,",0.11,0.11,0.45,0.45
George wasn't available.,"Paul called George on the phone, but he wasn't available.

LABEL: 2

SENTENCE 1:
Paul tried to call George","Paul tried to call George on the phone, but he wasn't available.

LABEL: 2

SENTENCE 1:
Paul tried to",0.33,0.33,0.55,0.33
"Tatyana was careful not to disturb her, undressing and climbing back into her berth.","The next morning, Tatyana woke up to the sound of her mother's voice.

LABEL: 2

SENTENCE 3:
","When Tatyana reached the cabin, her mother was sleeping. She was careful not to disturb her, undressing and climbing back into her berth.
",0.19,0.76,0.17,0.73
Anyone who knew that he was 19 years old could take his claim away from the government official.,"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything","Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything",0.21,0.21,0.44,0.44
My great-grandfather is a remarkable man.,"Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.

LABEL: 1

SENTENCE","Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.

LABEL: 0

SENTENCE",0.52,0.52,0.44,0.34
The cake has a lot of leftovers in it.,"I put the cake away in the refrigerator. It has a lot of leftovers in it.

LABEL: 1

SENTENCE 1:","I put the cake away in the refrigerator. It has a lot of leftovers in it.

LABEL: 0

SENTENCE 1:",0.62,0.62,0.5,0.5
Jim signaled the barman and gestured toward The barman's bathroom key.,"Jim went to the bathroom and took a shower.

LABEL: 2

SENTENCE 1:
Jim signaled the barman and gestured","Jim signaled the barman and gestured toward his bathroom key.

LABEL: 2

SENTENCE 1:
Jim signaled the barman",0.39,0.6,0.4,0.64
Fred influences him hugely.,"Steve is a good friend of Fred.

LABEL: 2

SENTENCE 3:
Steve is a good friend of Fred.

","Steve follows Fred's example in everything. He influences him hugely.

LABEL: 1

SENTENCE 1:
Steve follows Fred's example",0.09,0.33,0.62,0.63
"She was careful not to disturb her mother , undressing and climbing back into her berth.","The next morning, Tatyana woke up to the sound of her mother's voice.

LABEL: 2

SENTENCE 1:
","When Tatyana reached the cabin, her mother was sleeping. She was careful not to disturb her, undressing and climbing back into her berth.
",0.18,0.74,0.17,0.74
Jane wasn't hungry.,"Jane gave Joan candy because she was hungry.

LABEL: 2

SENTENCE 1:
Jane gave Joan candy because she was hungry.","Jane gave Joan candy because she wasn't hungry.

LABEL: 2

SENTENCE 1:
Jane gave Joan candy because she wasn't",0.17,0.32,0.61,0.48
Father gave Tommy a stern look.,"Father gave Timmy a stern look.

LABEL: 1

SENTENCE 1:
When Tommy dropped his ice cream, Timmy gigg","When Tommy dropped his ice cream, Timmy giggled, so father gave him a stern look.

LABEL: 1

SENTENCE 1",0.42,0.4,0.32,0.35
The coffee got full of ink.,"I tried using a pen to stir my coffee, but that turned out to be a bad idea, because it got full of ink.

LABEL:","I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full",0.32,0.17,0.36,0.44
The son was so weak.,"The man was so weak that he couldn't lift his son.

LABEL: 1

SENTENCE 1:
The man couldn't lift","The man couldn't lift his son because he was so weak.

LABEL: 0

SENTENCE 1:
The man couldn't lift",0.31,0.38,0.46,0.47
The shepherds ended up looking more like golfers.,"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.

LABEL: 2

S","Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.

LABEL: 1

S",0.48,0.48,0.41,0.39
The pen got full of ink.,"I tried using a pen to stir my coffee, but that turned out to be a bad idea, because it got full of ink.

LABEL:","I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full",0.32,0.17,0.4,0.43
John was very impressed.,"John was jogging through the park when he saw a man juggling watermelons. He was very impressed.

LABEL: 2

S","John was jogging through the park when he saw a man juggling watermelons. He was very impressed.

LABEL: 0

```",0.33,0.35,0.31,0.22
He lowered his eyes when the wind stopped.,"Fred lowered his hands, because the wind was blowing sand around. He covered his eyes when the wind stopped.

LABEL: 1

SENT","Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered them when the wind stopped.

LABEL: 1

",0.47,0.39,0.43,0.47
The school bus was going so fast.,"The delivery truck was going so fast that it zoomed by the school bus.

LABEL: 1

SENTENCE 1:
The delivery","The delivery truck zoomed by the school bus because it was going so fast.

LABEL: 0

SENTENCE 1:
The delivery",0.37,0.52,0.26,0.27
"Luke was ""it"".","Ethan chased Luke because he was ""it"".

LABEL: 1

SENTENCE 1:
During a game of tag, Ethan chased","During a game of tag, Ethan chased Luke because he was ""it"".

LABEL: 0

SENTENCE 1:
During a game",0.29,0.27,0.35,0.28
You can see the garden through the wall.,"There is a gap in the wall. You can see the garden behind it.

LABEL: 2

SENTENCE 1:
There is","There is a gap in the wall. You can see the garden behind it.

LABEL: 1

SENTENCE 1:
There is",0.36,0.36,0.24,0.25
I took the water bottle out of the backpack so that the water bottle would be lighter.,"I put the water bottle back into the backpack.

LABEL: 1

SENTENCE 1:
I took the water bottle out of the","I took the water bottle out of the backpack so that it would be lighter.

LABEL: 0

SENTENCE 1:
I took",0.47,0.74,0.35,0.45
The sun was out.,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.

LABEL: 2","The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.

LABEL: 0",0.3,0.3,0.28,0.28
Jim was so upset.,"Jim yelled at Kevin because he was so upset.

LABEL: 2

SENTENCE 1:
Jim yelled at Kevin because he was so","Jim yelled at Kevin because he was so upset.

LABEL: 2

SENTENCE 1:
Jim yelled at Kevin because he was so",0.32,0.32,0.54,0.54
Dora asked what the sound was.,"They were in the middle of the cornfield when they heard a sound like corn popping.

LABEL: 2

SENTENCE 3:
","They were in the middle of the cornfield when they heard a sound like corn popping.

LABEL: 2

SENTENCE 1:
",0.15,0.15,0.18,0.17
Bill's turn was next.,"Bill passed the gameboy to John because his turn was next.

LABEL: 1

SENTENCE 1:
Bill passed the gameboy","Bill passed the gameboy to John because his turn was next.

LABEL: 1

SENTENCE 1:
Bill passed the gameboy",0.33,0.33,0.48,0.48
He changed his mind and turned the dishwasher on.,"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring,","Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring,",0.11,0.11,0.48,0.48
Tommy's legs ached.,"Ollie was exhausted.

LABEL: 1

SENTENCE 1:
Ollie was exhausted.

LABEL: 2","As Ollie carried Tommy up the long winding steps, his legs ached.

LABEL: 0

SENTENCE 1:
As",0.0,0.29,0.45,0.26
I shall have to kill The chickens.,"I shall have to kill them.

LABEL: 1

SENTENCE 1:
The foxes are getting in at night and attacking the","The foxes are getting in at night and attacking the chickens. I shall have to kill them.

LABEL: 0

SENTENCE 1",0.44,0.36,0.25,0.44
It was bad enough that the faces had to be denied so many things because he couldn't afford them.,"""I'm sorry, children,"" he said. ""I'm sorry, but I can't afford to buy you anything.""

LABEL: 1
","Papa looked down at the children's faces, so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn",0.15,0.61,0.28,0.48
The bag of flour had to be moved first.,"The sack of potatoes had been placed above the bag of flour, so it had to be moved first.

LABEL: 1

SENTENCE","The sack of potatoes had to be moved first.

LABEL: 0

SENTENCE 1:
The sack of potatoes had been placed above",0.58,0.47,0.33,0.44
The dog waited at the top.,"The cat jumped down from the tree. It ran away.

LABEL: 1

SENTENCE 1:
The dog chased the cat,","The dog chased the cat, which ran up a tree. It waited at the top.

LABEL: 0

SENTENCE 1:
",0.24,0.48,0.37,0.33
Fred admires him hugely.,"Steve admires Fred's example in everything.

LABEL: 1

SENTENCE 1:
Steve follows Fred's example in everything. He","Steve follows Fred's example in everything. He admires him hugely.

LABEL: 0

SENTENCE 1:
Steve follows Fred's",0.09,0.35,0.43,0.43
The woman held the girl against the woman's chest.,"The woman held the girl against her chest.

LABEL: 2

SENTENCE 1:
The woman held the girl against her chest.","The woman held the girl against her chest.

LABEL: 1

SENTENCE 1:
The woman held the girl against her chest.",0.6,0.6,0.65,0.66
The dog waited at the bottom.,"The cat jumped down from the tree. It ran away.

LABEL: 2

SENTENCE 1:
The dog chased the cat,","The dog chased the cat, which ran up a tree. It waited at the bottom.

LABEL: 2

SENTENCE 1:
",0.24,0.48,0.37,0.33
Carl was very concerned.,"Carl was very concerned about Bob.

LABEL: 2

SENTENCE 1:
Bob collapsed on the sidewalk. Soon he saw Carl coming","Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very concerned.

LABEL: 2

SENTENCE 1:",0.33,0.33,0.4,0.32
